,text,label
12643,The staff care about my mental health. Things are good.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12644,The staff caring for me were all wonderful,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12645,The staff couldn’t have been more helpful.  Excellent service.  My consultant was extremely thorough and thoughtful and talked me through each test he carried out.  Excellent service all round.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12646,The staff explain procedures and I was treated with respect.,[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
12647,The staff explained to me every detail and treated us respectfully,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.]
12648,The staff from the front line greeting staff to nurses are very kind and professional.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
12649,The staff gave due care and consideration to what the service user/patient needed and they followed through with all the above. Fit for purpose.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12650,The staff have all been so lovely. The hospital is great. My sedation worked perfectly. I didn’t feel a thing. Everything went really well.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12651,The staff have been amazing. Nothing at all too much trouble for them.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12652,"The staff have been incredible, kind and compassionate. My father has had great care and the whole family felt reassured he was getting the very best treatment. Thank you.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1.]
12653,The staff have been kind and some of the staff have gone above and beyond. They all work really hard and have listened.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.]
12654,"The staff have been very supportive, answered any questions. They were respectful, helpful and seemed to go the extra mile. They care about the people they are dealing with.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
12655,The staff have listened to me as a person throughout and have cared for me in the most respectful way possible. Nothing is too small or big. I've felt very safe here and incredibly grateful to the staff. Constantly going the extra mile.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
12656,The staff have worked hard to ensure I am kept safe and well. They are a credit to he NHS and deserve recognition for what they do.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12657,The staff helped every way possible.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12658,"The staff here are a credit to the NHS. Helpful, informative, compassionate and caring. Also very well trained.",[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0.]
12659,The staff here are brilliant and I have no issues with anything,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12660,The staff here are so friendly and patient. They give me all I need here.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12661,"The staff here are wonderful,both night and day staff, I can’t choose.Thank you for being gracious and kind.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12662,The staff in her care have always been amazing to us.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12663,"The staff in the Children Emergency Department and the Children Hospital have been so kind and caring, we could not have asked for better care. 
Everything has been explained and they have been kind to us and our daughter especially when she has been so upset.",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12664,The staff involved in my treatment and explained everything.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
12665,"The staff is excellent, the clinic is the best I have ever experienced. My stisfaction is complete.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12666,The staff is very kind and I feel very safe with Miss Ayse. My only negaitive is that my drugs can take a while to be provided,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12667,The staff listened to me.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
12668,The staff looking after me were kind and gentle. I was well informed and well cared for throughout my stay.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12669,The staff made me feel at ease immediately and made my stay very comfortable,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
12670,"The staff member listened to my problems, we talked about solutions.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
12671,"The staff nurses were amazing and Dr Ahmed toma.is an amazing consultant. 
All the care givers were amazing and helpful",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12672,The staff of NHS they explain everything.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12673,"The staff on 5th floor such as the nurses and HCAs, were caring, compassionate, and kind. Also, the front of house staff and other staff were equally professional and wonderful.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
12674,"The staff on Edgwick Ward are so caring. My loved one is on the autistic spectrum and has subtle communication difficulties and sensory issues. Very quickly into the admission, staff began to understand these needs and respond accordingly. Once my loved one got to know staff and was able to build a good relationship with them, they felt listened to and safe.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.]
12675,The staff on the whole were kind and helpful,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12676,The staff overall were brilliant treated with kindness and encouraged all the time,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12677,The staff particularly at night are very strict so they puts difficulty as unattended alone,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12678,The staff provide holistic care in a personalised and meaningful way which promotes a quick recovery.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
12679,The staff respect me and I respect them.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
12680,"The staff that cared for me were brilliant. They were professional, attentive, always dressed smart, kind and compassionate. 

I would particularly like to mentioned the outstanding service I received from:
Mira
Ella
Erin
Katie
Shania
Niamh (day care nurse)
Shola  (pre admission nurse)",[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0.]
12681,The staff that come to visit me made me  feel comfortable and were friendly,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
12682,"The staff there are lovely and treat my mum and all patients very well and they are very kind.
They are patient with mum and make her feel at ease and they are friendly and she can have a laugh with them.
The treatment that they provide is a very good service and they really help with her legs.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.]
12683,The staff treat me like royalty.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12684,The staff try hard to help.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12685,The staff very helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12686,The staff was caring and polite. The service efficient even with me not being on the system.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12687,"The staff was extremely friendly and caring, the facilities were great.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12688,The staff was friendly and support to people had one to one a lot had my birthday here on was very nice with a care felt better about my birthday.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12689,The staff was very good to me. I received all the information I needed and that was included in the talk at the end of the session.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12690,The staff was very helpful and friendly,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12691,The staff was wonderful all the occupational therapists provided a service that needs to have a major cash boost,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12692,"The staff welcomed me and a staff member called Dorothy made me a cup of tea, they spoke to me like a human and when I needed the help I got it. The security guard was called jake and he spoke to me and reassured me in the waiting room as I was very nervous which was very comforting.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
12693,The staff were accommodating and professional.,[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
12694,"The staff were accommodating, welcoming and very friendly, the doctors that I have met were extremely attentive to the details and provided the best care. Truly amazing team and institution",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12695,The staff were al pleasant and conscientious particularly Nurse Emerald who deserves compliments.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12696,"The staff were all accommodating and provided great service throughout my hospitalisation. They communicated well with me, and ensured I was comfortable. Also, privacy was made sure. The nursing staff were great. They ensured care was delivered safe, fast, and efficient. They were courteous, respectful, and quick to respond to my needs. Special mention to CN Ellen and CN Nile who supported me to get referred and accepted from the NHS. The admitting staff, including SSN Denise. All my nurses - Paul, Dann, Nico, and Chizoba were great and very commendable!
Dr. Tomlinson was very hands on and explained each step of my treatment very well.
I felt safe staying AAU throughout my hospitalisation.",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12697,The staff were all excellent,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12698,"The staff were all fantastic and I was very impressed with them,
The nurses and doctors responded quickly and showed kindness and compassion. 
The physios were very good and took everting at a pace I could manage while also pushing me a bit. They were very helpful and friendly and have really helped with my rehabilitation.
The room was very good and the atmosphere calm and quiet which helped with my recovery. 
Everything was clean.",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12699,"The staff were all lovely.  The building was spotlessly clean. The food was lovely - Mum really enjoyed it - but she felt constantly under pressure to pick her food 3 meals in advance - it was a bit much.  No sooner had she eaten one meal, she was being asked to choose the next 2 meals ahead and what time she wanted them. 
 I would also add that the food was constantly late.  Sometimes this didn't matter so much, but other times it was really frustrating eg when Mum was desperate to sleep etc.
Administration was confused at times at the outset, eg when arranging the payment etc - little things like account numbers I was asked to quote, I hadn't been provided with. At check in with my mum (the patient) I was asked about the cost of the treatment and to confirm I had paid.  This was embarrassing and not something I wanted my Mum to witness.  I had not been warned that I would have to produce evidence of payment at the check in.  I luckily had taken banking screenshots, but I'd have been stuck if I hadn't done that.  It was a little thing which didn't need to have happened.",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12700,"The staff were all lovely. The building was spotlessly clean. The food was lovely - Mum really enjoyed it - but she felt constantly under pressure to pick her food 3 meals in advance - it was a bit much. No sooner had she eaten one meal, she was being asked to choose the next 2 meals ahead and what time she wanted them. I would also add that the food was constantly late. Sometimes this didn't matter so much, but other times it was really frustrating eg when Mum was desperate to sleep etc.Administration was confused at times",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12701,The staff were all very caring helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12702,The staff were all very helpful and keen to put me at my ease.  The cubicles in Endoscopy are excellent and having one's own lavatory is excellent for the type of procedure.  I also liked the fact that the nurses could easily monitor the patients from the desk due to the layout of the department.  I could always see someone so felt safe.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12703,The staff were all very helpful and keen to put me at my ease. Having one's own lavatory is excellent for the type of procedure. I also liked the fact that the nurses could easily monitor the patients from the desk due to the layout of the department. I could always see someone so felt safe.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
12704,"The staff were all very helpful starting with the entrance hall staff. I was shown the way by smiling staff and seen promptly at the time of my appointment. 
As far as pre surgical assessment goes, everything was made clear and easy. The results came through very quickly on the MyChart app. All instructions were comprehensive and  easy to access.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12705,"The staff were all very kind, understanding, caring and considerate. The doctor was professional, kind, open and informative. I could not have had a better experience.",[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0.]
12706,"The staff were all very polite and cheerful and obviously wanted to help.
I liked the fact that when not dealing with patients they kept the noise levels to a minimum which gave an atmosphere of calm professionalism.   
The digital signs on the second floor were really good in the fact that they were all but one easy to read.
I noticed that the phones quietly ""bong"" rather than ring which again keeps the atmosphere calm.
It is a lovely touch that a staff member provides patients with tea or coffee, if required, whilst they are waiting instead of leaving them to work out how to use a machine themselves.  The small bottles of water are also a nice idea; it proves that the patient has actually been considered.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12707,"The staff were all very softly spoken & polite, caring & concerned about my health & spoke to me many times to ask if I was ok or how do I feel now, they made every effort to make my experience & stay in hospital comfortably as it possible could have been.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12708,"The staff were always kind and helpful. Mr Woollard was especially good -  concerned to make sure I was OK, honest in his assessments, positive and helpful and quick to intervene when necessary. The theatre staff were excellent too as were the microbiologists.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.]
12709,The staff were always there to help and treated us well.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12710,The staff were always very kind and professional,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
12711,The staff were amazing and so lovely made me feel at ease knowing I was going to be looked after!,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
12712,"The staff were amazing right up until the last hour or my stay.
Very caring and considerate",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12713,The staff were caring and considerate.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12714,The staff were caring and were able to resolve my issue.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12715,"The staff were cheerful, efficient and very helpful.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12716,"The staff were competent and caring, and listened to me when I had concerns, which were always addressed. All the staff teams, from nursing to catering were courteous and friendly, nothing was too much trouble",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12717,"The staff were courteous, professional and informative.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0.]
12718,"The staff were efficient,  when you pressed the button they were there within 20 seconds, they kept  me informed  all the time. The were all most pleasant,  smiling, caring, couldn't  have wished for better care, it was top! Marvellous  medical staff both on 5th floor  & in the operating theatre & of course my excellent Consultant Ian Webb. Very thankfull to them all.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12719,The staff were extremely friendly and helpful and could not have done more for me.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12720,"The staff were fantastic, all of them. In particular, Jez was really attentive and kind.",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12721,"The staff were fantastic, care was great and food was excellent",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.]
12722,The staff were friendly and let me look at my xray.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
12723,The staff were friendly and professional. I am satisfied with the screening/explanations and it was assuring.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.]
12724,"The staff were friendly, attentive and very good",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12725,"The staff were friendly, efficient and talented",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0.]
12726,The staff were good and welcoming.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12727,The staff were good.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12728,"The staff were great a few times questions I did ask could jot be answered, lime when I said to the therapist if you were in my situation and suffered with what I am suffering with, how would you deal with it. Maybe having people inn the roles that know what its like to have suffered and been through it themselves would be very beneficial, as at times I felt that they did not  really understand what i was saying and could nit really offer any further suggestions.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12729,The staff were informative and kind and caring the course was enjoyable.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0.]
12730,The staff were informative and kind with my family,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12731,The staff were kind,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12732,The staff were kind and friendly,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12733,The staff were kind and helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12734,The staff were kind and helpful. I felt in very good hands even though I was dreading it!,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12735,"The staff were kind, caring and patient while also being extremely professional. My son wouldn’t have been able to undergo the successful treatment without this experience. This enabled him to build trust and confidence with dentists and now he isn’t worried about any future treatment.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
12736,The staff were king and helpful,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12737,The staff were knowledgeable and kind and went out of their way to make sure that i was comfortable.,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12738,"The staff were lovely, efficient and I felt very taken care of",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12739,The staff were nice and caring.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12740,The staff were nice and kind.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12741,"The staff were nice, informative and tried to get through it without worrying of going as quick as possible to make us feel comfy, so nothing much to complain about",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
12742,The staff were not very friendly,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12743,The staff were pleasant and helpful. It was disappointing that I was simply told they were unable to get a hold of my insurance company and therefore had to self fund. I was not sure what the actual problem was because whenever I call my insurance company I can get a hold of them. It is a hefty bill to pay upfront multiple times.   I waited quite some time for my medication to arrive after my iv was started without communication as to why it was taking so long. It was explained once medication arrived.   No one I asked could tell me how to book my next infusion.   The call button question should have NA as an answer.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12744,The staff were polite and respectful.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
12745,The staff were really kind and helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12746,The staff were really polite and they listen to you and than tell you the decision. They did send the letter when it was required by the GP.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0.]
12747,"The staff were reassuring, kind and made me feel at ease.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
12748,"The staff were so friendly and helpful even late at night. I am a healthcare professional myself and the care received was brilliant.
Miss Ball is fantastic and I highly recommend her.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12749,The staff were soo kind,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12750,The staff were superb - your only weakness is your catering,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12751,"The staff were very attentive and positive.  The space was exceptionally clean.  My Dermatologist,  Dr. Ratnavel,  was very professional, supportive and clear about what needed to be done.  All appointments and procedures were done on time with minimal wait times.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12752,The staff were very attentive and understanding to my needs and always helpful.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12753,The staff were very attentive. I was made to feel very comfortable.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12754,"The staff were very caring and helpful. I have no faults, the service is very good and the staff fantastic.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12755,The staff were very caring and professional.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
12756,The staff were very courteous and very helpful. Everyone was lovely and made my appointment better.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12757,The staff were very easy to talk to.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12758,The staff were very friendly and explained everything.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
12759,The staff were very friendly and helpful and quick to respond to any calls ffor help.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12760,The staff were very friendly and helpful apart from couple.The food was good standard.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12761,The staff were very friendly and timely with the services. And they don't make me feel judged about my condition.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12762,"The staff were very friendly,welcoming and informative. I had my surgery in the evening, the nurse arranged food for me even though it was late at night after the surgery and brought ice packs regularly to keep swelling down. I was in a lot of pain so when I called the nurse, she got me different pain relief so that I could rest.

My wound leaked through my dressing, the staff were quick to assist me cleaning the dressing putting another on and replacing my gown.

Could not have asked for better care.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
12763,The staff were very friendly. Wiling to help . Explained the procedure very well,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12764,The staff were very helpful and caring. They helped me in making a decision about the future treatment of my condition and what the various options are.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
12765,"The staff were very helpful and support.
Could have been quicker answering the bell.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12766,"The staff were very helpful, but there were not enough of them to cope, they were far too busy",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12767,"The staff were very informative, kind natured and understanding. They listened intently to me and were not judgemental and made me feel at ease.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1.]
12768,"The staff were very kind and caring, I couldn't have wished for better.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12769,The staff were very kind and treated us with upmost respect. All great service - we were welcomed with great smiles that made our day better.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0.]
12770,"The staff were very kind to me, always willing to help as much as they could. If I asked for a shower at any time the staff were always willing to help me.
I’ve enjoyed going down to the day room for lunch, the company from the other patients was lovely.
Also the activities, I thought I was rubbish at painting but I have surprised my self.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12771,The staff were very nice and helped us to understand what was going on. Keep up the good work.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12772,"The staff were very nice, welcoming and helped calm my nerves.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
12773,The staff were very nice.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12774,The staff were very polite and willing to help.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12775,The staff were very polite.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12776,The staff were very professional and helpful,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
12777,"The staff were very thoughtful, caring and communicated well.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12778,"The staff were welcoming and helpful and Dr Nicolaou is kind, patient, helpful and explains things clearly.",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12779,The staff were willing to help.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12780,The staff were wonderful! All were so welcoming,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12781,The staff were would full. They help me with my feet.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12782,The staff where lovely very helpful. :),[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12783,"The staff who attended to me were very professional, yet kind. Straight to the point and it was a shared decision making process.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
12784,The staff who attended were professional and encouraging.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.]
12785,"The staff who cares for me were excellent. No one was rushed; they all took time to be friendly and welcoming. I really appreciated that none of the staff seemed to be under pressure to treat too many patients or accomplish more work than was reasonable. They were all very professional, but relaxed in a way that allowed me to be relaxed.

I also appreciated the quality and healthfulness of the food that was available.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
12786,"The staff, facilities and communication were all excellent. Couldn’t fault any aspect.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12787,"The staff, food and facilities were great, with one important exception: the shower was COLD, even after running it for 15m to see if hot water came through. This meant I could not take a proper shower for 4 days. On the first day I told the ward staff, who said they would contact the facilities team, but I heard no more and nothing was done.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12788,"The staff, from going through the front door at 6.20 am until I left were all great.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12789,"The staff, the care were  very good and helpful.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12790,The staffs are caring and response in time,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12791,"The staffs were good and listened to our child’s needs and progress patiently and will try to address those needs , hopefully in due time .",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
12792,"The standard of care one the day of my arrival and procedure was outstanding. The medical service, nursing, administration were all exceptional and faultless.

The day of my departure, there was little communication, I had a long wait to get the medicine prescribed the previous day, so it was a little frustrating. The check out process could have been handled better. It felt like the nursing team were busy dealing with that days arrivals and the patients to be discharged were less important.

A tale of two days, which were completely different.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
